OpportunityID,OpportunityName,LeadID,Channel,OutletID,AccountID,ContactID,OwnerUserID,LeadSource,CreatedOn,StageNo,Stage,Status,Probability,TotalUnits,EstimatedRevenueINR,ExpectedCloseDate,ActualCloseDate,LastActivityOn,FinanceType,HasExchangeVehicle,IsTender,LostReason
OPP-026121,Tunga Multispeciality Hospital - 1x Tiago Petrol,LD-0062707,Corporate & Fleet,OUT08,ACC-01031,CON-002242,USR-208,OEM Fleet Desk Referral,2025-08-27 08:01:09,7,7-Closed Lost,Lost,0,1,572499,2025-11-22,2025-10-25,2025-10-25 08:33:59,Bank Loan,False,False,No Decision
OPP-026122,Punch EV - Gautam Chandra,LD-0062708,Retail,OUT06,,CON-033532,USR-165,Referral,2025-08-22 17:13:14,6,6-Closed Won,Won,100,1,1297778,2025-09-22,2025-09-19,2025-09-19 17:11:19,Bank Loan,False,False,
OPP-026123,Tiago Petrol - Naveen Gowda,LD-0062709,Retail,OUT01,,CON-033533,USR-021,Google Ads,2025-08-24 01:17:38,7,7-Closed Lost,Lost,0,1,567145,2025-09-12,2025-08-24,2025-08-24 21:38:32,Bank Loan,False,False,Loan Rejected
OPP-026124,Tiago EV - Rekha Babu,LD-0062711,Retail,OUT04,,CON-033534,USR-112,OEM Website Lead,2025-08-24 00:52:45,7,7-Closed Lost,Lost,0,1,1087315,2025-09-18,2025-08-27,2025-08-27 02:49:51,Bank Loan,True,False,Waiting Period Too Long
OPP-026125,Harrier EV - Prakash Gowda,LD-0062712,Retail,OUT01,,CON-033535,USR-017,Referral,2025-08-20 08:33:31,7,7-Closed Lost,Lost,0,1,2530494,2025-09-13,2025-08-28,2025-08-28 11:10:59,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-026126,Tiago CNG - Raghu Angadi,LD-0062715,Retail,OUT03,,CON-033536,USR-089,Car Portal,2025-08-23 10:02:43,6,6-Closed Won,Won,100,1,671771,2025-09-13,2025-10-01,2025-10-01 04:35:43,Bank Loan,False,False,
OPP-026127,Punch Petrol - Varun Gowda,LD-0062718,Retail,OUT06,,CON-033537,USR-170,Referral,2025-08-23 19:37:00,7,7-Closed Lost,Lost,0,1,630376,2025-09-22,2025-08-25,2025-08-25 20:35:03,Bank Loan,True,False,Loan Rejected
OPP-026128,Punch CNG - Ravi Bhat,LD-0062719,Retail,OUT02,,CON-033538,USR-050,Dealer Website,2025-08-22 07:47:23,6,6-Closed Won,Won,100,1,874836,2025-09-16,2025-09-06,2025-09-06 06:52:35,Bank Loan,True,False,
OPP-026129,Nexon CNG - Varun Pinto,LD-0062720,Retail,OUT03,,CON-033539,USR-099,Social Media Ads,2025-08-22 16:03:02,7,7-Closed Lost,Lost,0,1,920577,2025-09-24,2025-09-13,2025-09-13 04:15:13,Bank Loan,False,False,Bought Competitor - Kia
OPP-026130,Tiago Petrol - Rohan Gupta,LD-0062722,Retail,OUT01,,CON-033540,USR-036,Walk-in,2025-08-23 23:36:27,7,7-Closed Lost,Lost,0,1,598935,2025-09-21,2025-10-14,2025-10-14 12:40:58,OEM Partner Finance,False,False,Bought Competitor - Maruti Suzuki
OPP-026131,Nexon EV - Zoya Gowda,LD-0062723,Retail,OUT02,,CON-033541,USR-074,Car Portal,2025-08-21 18:17:58,7,7-Closed Lost,Lost,0,1,1420314,2025-09-10,2025-08-26,2025-08-26 04:15:16,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-026132,Tiago Petrol - Prajwal Rao,LD-0062724,Retail,OUT07,,CON-033542,USR-183,Google Ads,2025-08-22 05:48:13,6,6-Closed Won,Won,100,1,621805,2025-09-25,2025-09-22,2025-09-22 22:33:24,Bank Loan,False,False,
OPP-026133,Harrier Diesel - Chaitra Pinto,LD-0062725,Retail,OUT02,,CON-033543,USR-068,OEM Website Lead,2025-08-22 04:24:40,7,7-Closed Lost,Lost,0,1,1544525,2025-09-19,2025-08-24,2025-08-24 09:38:13,Bank Loan,False,False,Not Responding
OPP-026134,Tigor Petrol - Vidya Prasad,LD-0062727,Retail,OUT03,,CON-033544,USR-080,Car Portal,2025-08-25 14:33:04,7,7-Closed Lost,Lost,0,1,644166,2025-09-25,2025-08-26,2025-08-26 03:20:09,OEM Partner Finance,False,False,Bought Competitor - Maruti Suzuki
OPP-026135,Nexon EV - Vinod Angadi,LD-0062733,Retail,OUT05,,CON-033545,USR-141,OEM Website Lead,2025-08-20 22:52:57,7,7-Closed Lost,Lost,0,1,1412478,2025-09-11,2025-08-21,2025-08-21 23:32:54,Cash,False,False,Price / Discount
OPP-026136,Punch EV - Vidya Nair,LD-0062744,Retail,OUT03,,CON-033546,USR-102,Walk-in,2025-08-20 17:44:53,6,6-Closed Won,Won,100,1,1212129,2025-09-15,2025-09-23,2025-09-23 23:46:31,Bank Loan,False,False,
OPP-026137,Altroz Petrol - Srinivas Bhat,LD-0062745,Retail,OUT01,,CON-033547,USR-011,Exchange Mela / Event,2025-08-20 15:50:13,7,7-Closed Lost,Lost,0,1,675950,2025-09-22,2025-08-24,2025-08-24 23:15:38,Bank Loan,False,False,Price / Discount
OPP-026138,Curvv EV - Arjun Rao,LD-0062750,Retail,OUT05,,CON-033548,USR-144,Walk-in,2025-08-20 16:39:42,6,6-Closed Won,Won,100,1,2040096,2025-09-18,2025-09-21,2025-09-21 21:49:56,Bank Loan,True,False,
OPP-026139,Punch Petrol - Pradeep Fernandes,LD-0062751,Retail,OUT02,,CON-033549,USR-047,Walk-in,2025-08-20 14:09:32,6,6-Closed Won,Won,100,1,686316,2025-09-20,2025-09-26,2025-09-26 11:28:32,Bank Loan,True,False,
OPP-026140,Tiago Petrol - Shashank Kumar,LD-0062753,Retail,OUT07,,CON-033550,USR-193,Walk-in,2025-08-26 01:46:37,7,7-Closed Lost,Lost,0,1,548703,2025-09-21,2025-09-17,2025-09-17 05:46:42,Bank Loan,False,False,Price / Discount
OPP-026141,Nexon EV - Keerthi Swamy,LD-0062754,Retail,OUT04,,CON-033551,USR-122,Social Media Ads,2025-08-22 22:49:46,7,7-Closed Lost,Lost,0,1,1506871,2025-09-18,2025-08-25,2025-08-25 02:38:24,Bank Loan,False,False,Not Responding
OPP-026142,Tiago Petrol - Vikram D'Souza,LD-0062755,Retail,OUT04,,CON-033552,USR-129,Referral,2025-08-21 19:40:59,1,1-Enquiry,Open,10,1,577808,2025-09-11,,2025-08-24 15:04:21,Bank Loan,True,False,
OPP-026143,Nexon Diesel - Karthik Rao,LD-0062756,Retail,OUT07,,CON-033553,USR-183,Walk-in,2025-08-20 13:36:14,7,7-Closed Lost,Lost,0,2,2523312,2025-09-23,2025-08-21,2025-08-21 18:12:36,OEM Partner Finance,False,False,Not Responding
OPP-026144,Curvv EV - Aditya Pai,LD-0062758,Retail,OUT03,,CON-033554,USR-097,Walk-in,2025-08-26 03:11:03,7,7-Closed Lost,Lost,0,1,1656438,2025-09-14,2025-08-30,2025-08-30 20:02:32,Bank Loan,True,False,Bought Competitor - Kia
OPP-026145,Tiago EV - Madhu Rao,LD-0062759,Retail,OUT01,,CON-033555,USR-011,Walk-in,2025-08-20 18:43:17,7,7-Closed Lost,Lost,0,1,1042271,2025-09-07,2025-08-26,2025-08-26 13:56:04,Cash,False,False,Bought Competitor - Kia
OPP-026146,Punch CNG - Imran Naik,LD-0062761,Retail,OUT04,,CON-033556,USR-118,Walk-in,2025-08-20 19:56:50,6,6-Closed Won,Won,100,2,1354704,2025-09-12,2025-10-04,2025-10-04 23:43:30,Bank Loan,False,False,
OPP-026147,Punch Petrol - Sachin Sharma,LD-0062762,Retail,OUT05,,CON-033557,USR-151,Walk-in,2025-08-22 20:07:31,7,7-Closed Lost,Lost,0,1,700435,2025-09-13,2025-08-24,2025-08-24 03:30:20,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-026148,Altroz Petrol - Manjunath Acharya,LD-0062763,Retail,OUT06,,CON-033558,USR-174,Walk-in,2025-08-25 00:09:41,6,6-Closed Won,Won,100,2,1491201,2025-09-23,2025-09-16,2025-09-16 01:32:17,Bank Loan,False,False,
OPP-026149,Punch Petrol - Priya Rao,LD-0062764,Retail,OUT04,,CON-033559,USR-112,Exchange Mela / Event,2025-08-20 21:41:09,2,2-Test Drive / Demo,Open,20,1,737882,2025-09-17,,2025-08-30 15:44:01,Bank Loan,False,False,
OPP-026150,Nexon CNG - Naveen Iyer,LD-0062765,Retail,OUT05,,CON-033560,USR-144,Walk-in,2025-08-20 17:30:54,7,7-Closed Lost,Lost,0,1,861012,2025-09-22,2025-08-21,2025-08-21 11:07:45,Bank Loan,False,False,Bought Competitor - Mahindra
OPP-026151,Punch CNG - Nayana Pinto,LD-0062766,Retail,OUT05,,CON-033561,USR-151,Referral,2025-08-23 06:58:06,7,7-Closed Lost,Lost,0,1,776436,2025-09-20,2025-08-30,2025-08-30 17:34:53,Bank Loan,True,False,Price / Discount
OPP-026152,Tiago Petrol - Divya Hegde,LD-0062767,Retail,OUT03,,CON-033562,USR-082,Walk-in,2025-08-21 22:04:47,7,7-Closed Lost,Lost,0,1,537585,2025-09-19,2025-08-25,2025-08-25 05:46:28,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-026153,Tiago Petrol - Rahul Iyer,LD-0062768,Retail,OUT03,,CON-033563,USR-080,Social Media Ads,2025-08-24 03:23:24,7,7-Closed Lost,Lost,0,1,606653,2025-09-13,2025-08-25,2025-08-25 23:36:29,Bank Loan,False,False,Price / Discount
OPP-026154,Tigor Petrol - Aditi Shenoy,LD-0062769,Retail,OUT07,,CON-033564,USR-185,Walk-in,2025-08-20 20:57:41,6,6-Closed Won,Won,100,1,651654,2025-09-20,2025-09-29,2025-09-29 02:18:57,Bank Loan,True,False,
OPP-026155,Punch EV - Vasanth Rao,LD-0062771,Retail,OUT01,,CON-033565,USR-025,Referral,2025-08-25 06:08:40,6,6-Closed Won,Won,100,1,1164107,2025-09-17,2025-12-21,2025-12-21 19:01:23,Bank Loan,False,False,
OPP-026156,Nexon CNG - Rohan Murthy,LD-0062772,Retail,OUT03,,CON-033566,USR-099,Walk-in,2025-08-20 18:29:45,6,6-Closed Won,Won,100,1,1077684,2025-09-13,2025-09-13,2025-09-13 09:25:04,Bank Loan,True,False,
OPP-026157,Tiago Petrol - Varun Hiremath,LD-0062773,Retail,OUT04,,CON-033567,USR-109,Exchange Mela / Event,2025-08-22 21:03:52,6,6-Closed Won,Won,100,1,538569,2025-09-11,2025-09-21,2025-09-21 16:03:48,Bank Loan,False,False,
OPP-026158,Nexon Petrol - Lakshmi Krishnan,LD-0062774,Retail,OUT01,,CON-033568,USR-013,OEM Website Lead,2025-08-23 05:36:11,7,7-Closed Lost,Lost,0,1,1069704,2025-09-13,2025-09-01,2025-09-01 19:59:32,OEM Partner Finance,False,False,Bought Competitor - Kia
OPP-026159,Nexon EV - Ravi Khan,LD-0062776,Retail,OUT01,,CON-033569,USR-025,Referral,2025-08-24 06:59:17,7,7-Closed Lost,Lost,0,1,1429503,2025-09-13,2025-09-04,2025-09-04 08:22:33,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-026160,Tiago EV - Vijay Reddy,LD-0062779,Retail,OUT01,,CON-033570,USR-036,Walk-in,2025-08-20 22:13:24,7,7-Closed Lost,Lost,0,1,1010955,2025-09-08,2025-08-26,2025-08-26 17:24:26,Cash,False,False,Waiting Period Too Long
OPP-026161,Tigor Petrol - Imran Acharya,LD-0062781,Retail,OUT03,,CON-033571,USR-099,Walk-in,2025-08-22 04:54:52,2,2-Test Drive / Demo,Open,20,1,627205,2025-09-14,,2025-09-01 03:19:33,Cash,True,False,
OPP-026162,Punch Petrol - Bharath Gupta,LD-0062782,Retail,OUT02,,CON-033572,USR-074,Referral,2025-08-25 09:02:03,6,6-Closed Won,Won,100,1,630175,2025-09-15,2025-10-02,2025-10-02 05:48:09,Bank Loan,False,False,
OPP-026163,Curvv EV - Chaitra Jain,LD-0062783,Retail,OUT05,,CON-033573,USR-147,OEM Website Lead,2025-08-22 04:48:24,7,7-Closed Lost,Lost,0,1,2035576,2025-09-17,2025-09-04,2025-09-04 08:14:39,Bank Loan,False,False,Not Responding
OPP-026164,Punch EV - Mohan Gowda,LD-0062785,Retail,OUT01,,CON-033574,USR-036,Dealer Website,2025-08-23 12:27:20,6,6-Closed Won,Won,100,1,1245329,2025-09-13,2025-09-22,2025-09-22 22:20:41,Bank Loan,False,False,
OPP-026165,Harrier Diesel - Pooja Kumar,LD-0062786,Retail,OUT01,,CON-033575,USR-021,Car Portal,2025-08-27 04:21:29,7,7-Closed Lost,Lost,0,1,1898455,2025-09-25,2025-09-09,2025-09-09 11:01:03,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-026166,Tiago Petrol - Gautam Krishnan,LD-0062787,Retail,OUT06,,CON-033576,USR-176,Social Media Ads,2025-08-22 22:58:59,6,6-Closed Won,Won,100,1,522642,2025-09-15,2025-09-27,2025-09-27 13:58:18,Bank Loan,False,False,
OPP-026167,Srinidhi Employee Transport Solutions Lt - 4x Punch CNG,LD-0062788,Corporate & Fleet,OUT08,ACC-04222,CON-008454,USR-202,Cold Call,2025-09-07 17:26:23,7,7-Closed Lost,Lost,0,4,2780908,2025-12-20,2025-10-09,2025-10-09 22:20:59,Leasing,False,False,Pricing
OPP-026168,Tiago EV - Girish Kini,LD-0062791,Retail,OUT05,,CON-033577,USR-147,Google Ads,2025-08-27 08:57:29,7,7-Closed Lost,Lost,0,1,1011335,2025-09-18,2025-09-02,2025-09-02 03:49:16,Cash,True,False,Price / Discount
OPP-026169,Altroz CNG - Mary Naik,LD-0062798,Retail,OUT04,,CON-033578,USR-109,Social Media Ads,2025-08-25 02:15:41,6,6-Closed Won,Won,100,1,783798,2025-09-18,2025-09-25,2025-09-25 03:54:53,Bank Loan,True,False,
OPP-026170,Rapid Hotels & Resorts Pvt Ltd - 1x Harrier Diesel,LD-0062800,Corporate & Fleet,OUT08,ACC-03768,CON-007580,USR-197,Referral,2025-08-28 09:24:59,7,7-Closed Lost,Lost,0,1,1676744,2025-11-30,2025-09-09,2025-09-09 16:07:24,Corporate Purchase,False,False,Pricing
OPP-026171,Altroz CNG - Chetan Khan,LD-0062803,Retail,OUT03,,CON-033579,USR-082,Dealer Website,2025-08-26 18:48:03,7,7-Closed Lost,Lost,0,1,941523,2025-09-18,2025-08-30,2025-08-30 22:37:36,OEM Partner Finance,False,False,Waiting Period Too Long
OPP-026172,Nexon Petrol - Shashank Bhat,LD-0062807,Retail,OUT03,,CON-033580,USR-102,Car Portal,2025-08-21 19:09:31,6,6-Closed Won,Won,100,1,924722,2025-09-22,2025-09-15,2025-09-15 18:45:48,Bank Loan,False,False,
OPP-026173,Horizon Taxi Services - 2x Tiago CNG,LD-0062808,Corporate & Fleet,OUT08,ACC-00425,CON-000958,USR-197,Existing Customer,2025-09-10 18:23:05,6,6-Closed Won,Won,100,2,1290764,2025-11-28,2025-11-05,2025-11-05 00:16:07,Bank Loan,False,False,
OPP-026174,Nexon Petrol - Kiran Shenoy,LD-0062809,Retail,OUT01,,CON-033581,USR-036,Walk-in,2025-08-21 15:25:17,7,7-Closed Lost,Lost,0,2,2089835,2025-09-25,2025-08-22,2025-08-22 23:12:44,Cash,False,False,Bought Competitor - Hyundai
OPP-026175,Tiago CNG - Deepa Babu,LD-0062811,Retail,OUT05,,CON-033582,USR-147,Walk-in,2025-08-21 13:05:44,7,7-Closed Lost,Lost,0,1,741565,2025-09-23,2025-08-22,2025-08-22 10:41:18,Bank Loan,False,False,Price / Discount
OPP-026176,Tiago EV - Irfan Fernandes,LD-0062812,Retail,OUT05,,CON-033583,USR-141,Walk-in,2025-08-21 17:01:11,6,6-Closed Won,Won,100,1,873471,2025-09-16,2025-10-07,2025-10-07 17:20:14,OEM Partner Finance,True,False,
OPP-026177,Garuda Mobility Services LLP - 14x Xpres-T EV,LD-0062813,Corporate & Fleet,OUT08,ACC-04639,CON-009284,USR-209,Tender / RFP,2025-09-10 23:30:29,7,7-Closed Lost,Lost,0,14,19104642,2026-02-04,2026-01-12,2026-01-12 06:54:23,Corporate Purchase,False,True,Competitor Fleet Offer
OPP-026178,Tiago EV - Pooja Sharma,LD-0062814,Retail,OUT01,,CON-033584,USR-028,Walk-in,2025-08-22 15:22:04,7,7-Closed Lost,Lost,0,1,932353,2025-09-20,2025-09-11,2025-09-11 03:19:51,Cash,False,False,Not Responding
OPP-026179,Tigor Petrol - Divya Hiremath,LD-0062816,Retail,OUT05,,CON-033585,USR-147,Walk-in,2025-08-23 06:09:51,7,7-Closed Lost,Lost,0,1,697414,2025-09-18,2025-09-05,2025-09-05 21:16:18,OEM Partner Finance,False,False,Plan Postponed
OPP-026180,Punch Petrol - Abhishek Pai,LD-0062821,Retail,OUT07,,CON-033586,USR-191,Walk-in,2025-08-27 04:29:02,6,6-Closed Won,Won,100,1,685777,2025-09-18,2025-09-23,2025-09-23 02:03:49,Bank Loan,False,False,
OPP-026181,Harrier Diesel - Vidya Patil,LD-0062822,Retail,OUT06,,CON-033587,USR-176,Walk-in,2025-08-21 16:58:49,7,7-Closed Lost,Lost,0,1,1785913,2025-09-25,2025-09-04,2025-09-04 00:03:06,Cash,False,False,Waiting Period Too Long
OPP-026182,Punch CNG - Keerthi Chandra,LD-0062824,Retail,OUT04,,CON-033588,USR-112,Car Portal,2025-08-23 21:08:13,7,7-Closed Lost,Lost,0,1,863198,2025-09-26,2025-08-29,2025-08-29 05:26:37,Bank Loan,True,False,Loan Rejected
OPP-026183,Curvv Petrol - Nandini Patil,LD-0062825,Retail,OUT03,,CON-033589,USR-097,Car Portal,2025-08-24 00:06:04,7,7-Closed Lost,Lost,0,1,1125827,2025-09-25,2025-09-02,2025-09-02 01:00:39,OEM Partner Finance,False,False,Price / Discount
OPP-026184,Nexon Petrol - Mohan Murthy,LD-0062826,Retail,OUT04,,CON-033590,USR-122,Walk-in,2025-08-24 21:33:10,7,7-Closed Lost,Lost,0,1,997343,2025-09-18,2025-09-07,2025-09-07 13:41:12,Cash,False,False,Not Responding
OPP-026185,Curvv Petrol - Rohan Menon,LD-0062827,Retail,OUT05,,CON-033591,USR-147,Referral,2025-08-22 03:33:53,7,7-Closed Lost,Lost,0,1,1255757,2025-09-14,2025-09-02,2025-09-02 04:12:08,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-026186,Tiago CNG - Keerthi Pinto,LD-0062830,Retail,OUT01,,CON-033592,USR-017,Referral,2025-08-26 04:00:42,7,7-Closed Lost,Lost,0,1,716612,2025-09-22,2025-09-21,2025-09-21 22:25:06,Bank Loan,False,False,Bought Competitor - Kia
OPP-026187,Skyline Hospitality Services - 3x Harrier Diesel,LD-0062832,Corporate & Fleet,OUT08,ACC-04064,CON-008144,USR-214,Website Inquiry,2025-08-30 23:41:45,7,7-Closed Lost,Lost,0,3,5240499,2025-11-26,2025-09-04,2025-09-04 19:02:42,Corporate Purchase,False,False,Competitor Fleet Offer
OPP-026188,Nexon Diesel - Chetan Naik,LD-0062833,Retail,OUT01,,CON-033593,USR-036,Walk-in,2025-08-26 22:47:22,6,6-Closed Won,Won,100,1,1180905,2025-09-23,2025-09-20,2025-09-20 10:26:26,Cash,False,False,
OPP-026189,Punch CNG - Harsha Chandra,LD-0062837,Retail,OUT04,,CON-033594,USR-129,Car Portal,2025-08-23 12:02:44,7,7-Closed Lost,Lost,0,1,762066,2025-09-25,2025-08-25,2025-08-25 00:58:27,OEM Partner Finance,False,False,Plan Postponed
OPP-026190,Tiago EV - Rohan Shetty,LD-0062839,Retail,OUT02,,CON-033595,USR-064,Dealer Website,2025-08-25 11:45:01,7,7-Closed Lost,Lost,0,2,1829901,2025-09-14,2025-09-01,2025-09-01 07:13:17,Cash,True,False,Bought Competitor - Hyundai
OPP-026191,Nexon Diesel - Aarav Angadi,LD-0062841,Retail,OUT05,,CON-033596,USR-141,Walk-in,2025-08-23 19:34:50,7,7-Closed Lost,Lost,0,1,1077208,2025-09-27,2025-09-04,2025-09-04 15:09:25,Bank Loan,True,False,Price / Discount
OPP-026192,Altroz Petrol - Anita Rao,LD-0062842,Retail,OUT02,,CON-033597,USR-058,Walk-in,2025-08-25 23:11:14,7,7-Closed Lost,Lost,0,1,682143,2025-09-15,2025-09-22,2025-09-22 04:30:49,Bank Loan,False,False,Waiting Period Too Long
OPP-026193,Tiago Petrol - Mohan D'Souza,LD-0062845,Retail,OUT03,,CON-033598,USR-089,Referral,2025-08-27 14:35:10,7,7-Closed Lost,Lost,0,1,664307,2025-09-19,2025-08-29,2025-08-29 06:56:05,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-026194,Altroz Petrol - Divya Patil,LD-0062846,Retail,OUT05,,CON-033599,USR-147,Walk-in,2025-08-25 21:50:56,7,7-Closed Lost,Lost,0,1,687576,2025-09-13,2025-08-26,2025-08-26 00:19:18,Bank Loan,False,False,Bought Competitor - Hyundai
OPP-026195,Punch Petrol - Pradeep Desai,LD-0062847,Retail,OUT02,,CON-033600,USR-068,Google Ads,2025-08-27 00:06:08,7,7-Closed Lost,Lost,0,1,625213,2025-09-27,2025-09-08,2025-09-08 05:29:05,Bank Loan,False,False,Bought Competitor - Maruti Suzuki
OPP-026196,Nexon Petrol - Manjunath Jain,LD-0062850,Retail,OUT01,,CON-033601,USR-013,Social Media Ads,2025-08-26 19:28:58,7,7-Closed Lost,Lost,0,1,884912,2025-09-27,2025-09-10,2025-09-10 01:54:31,Cash,True,False,Bought Competitor - Maruti Suzuki
OPP-026197,Vinayaka Taxi Services - 9x Tigor EV,LD-0062851,Corporate & Fleet,OUT08,ACC-01076,CON-002343,USR-204,Referral,2025-08-24 04:19:50,6,6-Closed Won,Won,100,9,11341513,2025-11-19,2025-11-17,2025-11-17 10:11:50,Bank Loan,False,False,
OPP-026198,Tiago Petrol - Arun Chandra,LD-0062854,Retail,OUT02,,CON-033602,USR-064,Car Portal,2025-08-23 14:51:30,7,7-Closed Lost,Lost,0,1,528286,2025-09-24,2025-09-03,2025-09-03 21:10:16,Cash,False,False,Price / Discount
OPP-026199,Nexon Petrol - Rajesh Gowda,LD-0062856,Retail,OUT03,,CON-033603,USR-080,Dealer Website,2025-08-26 16:33:47,7,7-Closed Lost,Lost,0,1,1022231,2025-09-26,2025-08-28,2025-08-28 22:33:52,Cash,False,False,Bought Competitor - Mahindra
OPP-026200,Sunrise Travels - 2x Tigor CNG,LD-0062857,Corporate & Fleet,OUT08,ACC-01246,CON-002674,USR-211,LinkedIn Sales Navigator,2025-09-04 22:13:11,7,7-Closed Lost,Lost,0,2,1662921,2025-12-12,2025-09-20,2025-09-20 22:12:35,Corporate Purchase,False,False,Competitor Fleet Offer
OPP-026201,Tiago CNG - Joseph Naik,LD-0062858,Retail,OUT01,,CON-033604,USR-013,OEM Website Lead,2025-08-27 12:39:26,7,7-Closed Lost,Lost,0,1,757711,2025-09-14,2025-09-05,2025-09-05 01:30:21,Bank Loan,False,False,Bought Competitor - Mahindra
OPP-026202,Kaveri Commute Solutions Pvt Ltd - ?x Xpres-T EV,LD-0062860,Corporate & Fleet,OUT08,ACC-01643,CON-003438,USR-214,Existing Customer,2025-09-03 21:39:38,7,7-Closed Lost,Lost,0,0,0,2025-11-06,2025-09-12,2025-09-12 14:03:57,Leasing,False,False,Competitor Fleet Offer
OPP-026203,Tiago Petrol - Ashwini Jain,LD-0062865,Retail,OUT07,,CON-033605,USR-183,Social Media Ads,2025-08-24 10:56:47,7,7-Closed Lost,Lost,0,1,584483,2025-09-14,2025-08-26,2025-08-26 12:26:55,Cash,True,False,Not Responding
OPP-026204,Sri Ganesh Credit Services Ltd - 2x Nexon EV,LD-0062867,Corporate & Fleet,OUT08,ACC-04362,CON-008736,USR-211,Website Inquiry,2025-08-28 18:36:59,7,7-Closed Lost,Lost,0,2,2456862,2025-11-19,2025-09-14,2025-09-14 20:28:32,Leasing,False,False,Competitor Fleet Offer
OPP-026205,Vinayaka Corporate Mobility Pvt Ltd - 22x Xpres-T EV,LD-0062868,Corporate & Fleet,OUT08,ACC-03427,CON-006934,USR-209,Existing Customer,2025-08-28 02:42:39,7,7-Closed Lost,Lost,0,22,20137697,2025-11-27,2025-09-29,2025-09-29 13:35:27,Leasing,False,False,Pricing
OPP-026206,Mahalakshmi Travels - 3x Xpres-T EV,LD-0062873,Corporate & Fleet,OUT08,ACC-02678,CON-005455,USR-209,OEM Fleet Desk Referral,2025-08-29 10:39:42,7,7-Closed Lost,Lost,0,3,3454482,2025-11-26,2025-09-20,2025-09-20 21:21:23,Leasing,False,False,Pricing
OPP-026207,Trishul Taxi Services - 2x Tiago EV,LD-0062878,Corporate & Fleet,OUT08,ACC-02579,CON-005282,USR-208,Existing Customer,2025-08-28 20:13:02,6,6-Closed Won,Won,100,2,1773307,2025-10-27,2026-01-11,2026-01-11 01:49:19,Corporate Purchase,False,False,
OPP-026208,Curvv Petrol - Ashwini Menon,LD-0062892,Retail,OUT06,,CON-033606,USR-170,Referral,2025-08-23 22:54:01,7,7-Closed Lost,Lost,0,2,2167079,2025-09-14,2025-09-08,2025-09-08 11:04:05,Bank Loan,False,False,Waiting Period Too Long
OPP-026209,Altroz Petrol - Bhavya Angadi,LD-0062893,Retail,OUT04,,CON-033607,USR-109,Car Portal,2025-08-24 06:29:01,7,7-Closed Lost,Lost,0,1,745889,2025-09-15,2025-09-06,2025-09-06 12:02:30,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-026210,Tiago Petrol - Mahesh Patil,LD-0062894,Retail,OUT01,,CON-033608,USR-017,Walk-in,2025-08-23 01:00:16,7,7-Closed Lost,Lost,0,1,551910,2025-09-23,2025-08-26,2025-08-26 09:52:45,Bank Loan,False,False,Not Responding
OPP-026211,Nexon Petrol - Arun Khan,LD-0062897,Retail,OUT06,,CON-033609,USR-174,Walk-in,2025-08-23 18:08:58,6,6-Closed Won,Won,100,1,866703,2025-09-16,2025-09-15,2025-09-15 20:49:28,Bank Loan,False,False,
OPP-026212,Tiago Petrol - Manjunath Kamath,LD-0062902,Retail,OUT07,,CON-033610,USR-185,Referral,2025-08-23 16:52:59,7,7-Closed Lost,Lost,0,1,686356,2025-09-19,2025-09-10,2025-09-10 19:41:14,Bank Loan,False,False,Not Responding
OPP-026213,Nexon Petrol - Deepa Swamy,LD-0062904,Retail,OUT03,,CON-033611,USR-099,Walk-in,2025-08-22 19:17:05,6,6-Closed Won,Won,100,1,847752,2025-09-19,2025-09-30,2025-09-30 18:40:45,Bank Loan,False,False,
OPP-026214,Tiago EV - Nayana Nair,LD-0062905,Retail,OUT05,,CON-033612,USR-141,Google Ads,2025-08-23 12:06:26,7,7-Closed Lost,Lost,0,1,1028209,2025-09-11,2025-08-24,2025-08-24 05:21:32,Bank Loan,True,False,Bought Competitor - Mahindra
OPP-026215,Tigor Petrol - Bharath Fernandes,LD-0062906,Retail,OUT05,,CON-033613,USR-147,Walk-in,2025-08-22 17:43:34,7,7-Closed Lost,Lost,0,1,623582,2025-09-10,2025-08-24,2025-08-24 12:53:19,Bank Loan,True,False,Bought Competitor - Maruti Suzuki
OPP-026216,Tigor EV - Shreya Agarwal,LD-0062907,Retail,OUT04,,CON-033614,USR-109,Dealer Website,2025-08-27 08:47:40,7,7-Closed Lost,Lost,0,1,1502139,2025-09-18,2025-08-30,2025-08-30 12:29:07,Cash,False,False,Bought Competitor - Mahindra
OPP-026217,Tiago Petrol - Deepa Shetty,LD-0062908,Retail,OUT02,,CON-033615,USR-064,Walk-in,2025-08-28 12:39:35,7,7-Closed Lost,Lost,0,1,587340,2025-09-18,2025-09-06,2025-09-06 18:32:31,Bank Loan,False,False,Plan Postponed
