ContactID,CustomerType,AccountID,FullName,Designation,IsDecisionMaker,Mobile,Email,City,OwnerUserID,CreatedOn
CON-029722,Individual,,Srinivas Raju,,True,8773272554,srinivas.raju25@rediffmail.com,Bengaluru,USR-114,2025-04-20 00:43:02
CON-029723,Individual,,Irfan Angadi,,True,7183551654,irfan.angadi837@outlook.com,Hubballi,USR-170,2025-04-21 09:21:00
CON-029724,Individual,,Farhan Shenoy,,True,9061271519,,Bengaluru,USR-082,2025-04-19 22:22:41
CON-029725,Individual,,Vasanth Fernandes,,True,9704851718,,Bengaluru,USR-039,2025-04-25 03:54:17
CON-029726,Individual,,Pavan Khan,,True,8419683167,,Bengaluru,USR-032,2025-04-22 05:14:28
CON-029727,Individual,,Neha Hegde,,True,6363991728,,Bengaluru,USR-114,2025-04-19 20:22:01
CON-029728,Individual,,Anil Patil,,True,8730382024,anil.patil995@yahoo.co.in,Hubballi,USR-165,2025-04-25 18:36:01
CON-029729,Individual,,Arjun Agarwal,,True,6934537782,arjun.agarwal601@gmail.com,Bengaluru,USR-056,2025-04-19 23:18:19
CON-029730,Individual,,Amit Gupta,,True,9573944948,amit.gupta666@gmail.com,Bengaluru,USR-122,2025-04-20 02:30:06
CON-029731,Individual,,Manoj Singh,,True,9443153832,,Mysuru,USR-156,2025-04-20 00:03:00
CON-029732,Individual,,Sandeep Gowda,,True,9389773656,,Bengaluru,USR-027,2025-04-23 05:35:44
CON-029733,Individual,,Sneha Murthy,,True,8540704379,sneha.murthy944@yahoo.co.in,Bengaluru,USR-057,2025-04-23 04:31:32
CON-029734,Individual,,Vani Hiremath,,True,9395672015,vani.hiremath815@,Bengaluru,USR-027,2025-04-20 22:42:42
CON-029735,Individual,,Suresh Poojary,,True,9044525976,suresh.poojary908@gmail.com,Bengaluru,USR-084,2025-04-25 19:36:55
CON-029736,Individual,,Sameer Kulkarni,,True,8652538193,,Bengaluru,USR-027,2025-04-24 17:51:39
CON-029737,Individual,,Vinod Hegde,,True,7061876143,vinod.hegde906@rediffmail.com,Bengaluru,USR-050,2025-04-22 09:36:42
CON-029738,Individual,,Ashok Naik,,True,9788161087,,Bengaluru,USR-012,2025-04-21 19:30:33
CON-029739,Individual,,Srinivas Verma,,True,7149547727,,Bengaluru,USR-057,2025-04-25 18:10:58
CON-029740,Individual,,Anjali Pai,,True,9499827105,anjali.pai205@gmail.com,Bengaluru,USR-118,2025-04-20 12:24:13
CON-029741,Individual,,Manoj Sharma,,True,9023372300,,Bengaluru,USR-111,2025-04-25 20:00:33
CON-029742,Individual,,Ganesh Sharma,,True,9134773290,ganesh.sharma356@rediffmail.com,Bengaluru,USR-039,2025-04-23 13:39:06
CON-029743,Individual,,Anjali Agarwal,,True,7950031094,anjali.agarwal724@gmail.com,Bengaluru,USR-047,2025-04-20 13:14:13
CON-029744,Individual,,Ganesh Sharma,,True,7411605116,ganesh.sharma118@outlook.com,Hubballi,USR-167,2025-04-23 00:43:47
CON-029745,Individual,,Bhavya Fernandes,,True,9933039326,bhavya.fernandes401@,Bengaluru,USR-056,2025-04-20 23:47:50
CON-029746,Individual,,Mary Agarwal,,True,9709379020,mary.agarwal796@gmail.com,Bengaluru,USR-061,2025-04-21 09:49:07
CON-029747,Individual,,Sunil Menon,,True,7347100226,sunil.menon450@rediffmail.com,Bengaluru,USR-039,2025-04-21 08:17:21
CON-029748,Individual,,Zoya Kini,,True,9098037069,,Bengaluru,USR-047,2025-04-20 13:09:16
CON-029749,Individual,,Irfan Shenoy,,True,7784287938,,Mysuru,USR-144,2025-04-24 02:08:33
CON-029750,Individual,,Pradeep Jain,,True,7000937828,,Mangaluru,USR-185,2025-04-21 22:53:40
CON-029751,Individual,,Naveen Singh,,True,8924129956,naveen.singh727@outlook.com,Bengaluru,USR-109,2025-04-24 20:42:03
CON-029752,Individual,,Nandini Krishnan,,True,9509291733,,Bengaluru,USR-084,2025-04-20 15:08:13
CON-029753,Individual,,Kiran Agarwal,,True,6484801136,,Bengaluru,USR-080,2025-04-23 10:31:05
CON-029754,Individual,,Aarav Kulkarni,,True,9857065397,,Bengaluru,USR-036,2025-04-20 13:50:03
CON-029755,Individual,,Abhishek Nair,,True,9537056992,abhishek.nair205@gmail.com,Bengaluru,USR-126,2025-04-26 06:59:39
CON-029756,Individual,,Anjali Sharma,,True,9484771087,,Bengaluru,USR-047,2025-04-25 11:09:45
CON-029757,Individual,,Meghana Reddy,,True,9674180703,meghana.reddy856@outlook.com,Bengaluru,USR-064,2025-04-20 13:54:50
CON-029758,Individual,,Pooja Rao,,True,8034254088,,Bengaluru,USR-111,2025-04-20 18:50:51
CON-029759,Individual,,Aditi Iyer,,True,9963773616,,Bengaluru,USR-050,2025-04-24 16:25:29
CON-029760,Individual,,Kavya Desai,,True,8666920969,,Bengaluru,USR-102,2025-04-26 14:46:30
CON-029761,Individual,,Ravi Shenoy,,True,7750854599,,Bengaluru,USR-061,2025-04-26 07:28:00
CON-029762,Individual,,Sunil Pai,,True,9443315420,sunil.pai508@yahoo.co.in,Mangaluru,USR-193,2025-04-26 09:15:11
CON-029763,Individual,,Vidya Murthy,,True,6216586401,vidya.murthy959@gmail.com,Mangaluru,USR-191,2025-04-26 15:39:32
CON-029764,Individual,,Prakash Babu,,True,9417843374,prakash.babu961@gmail.com,Hubballi,USR-165,2025-04-23 06:34:44
CON-029765,Individual,,Akash Fernandes,,True,9263297776,,Bengaluru,USR-064,2025-04-20 17:41:17
CON-029766,Individual,,Srinivas Acharya,,True,7665277298,,Bengaluru,USR-050,2025-04-21 19:33:45
CON-029767,Individual,,Arun Acharya,,True,9516614549,arun.acharya558@gmail.com,Bengaluru,USR-122,2025-04-20 21:44:16
CON-029768,Individual,,Harish Verma,,True,9519683071,,Bengaluru,USR-010,2025-04-25 20:45:45
CON-029769,Individual,,Anjali Kini,,True,8398614055,,Bengaluru,USR-118,2025-04-20 18:43:28
CON-029770,Individual,,Ravi Gowda,,True,8796401276,,Mangaluru,USR-193,2025-04-25 14:24:58
CON-029771,Individual,,Naveen Nair,,True,6950874598,naveen.nair764@rediffmail.com,Bengaluru,USR-027,2025-04-23 05:41:35
CON-029772,Individual,,Nandini Desai,,True,9617212952,,Hubballi,USR-170,2025-04-24 21:56:03
CON-029773,Individual,,Harish Chandra,,True,9107135627,,Bengaluru,USR-118,2025-04-23 12:46:38
CON-029774,Individual,,Imran Bhat,,True,7069919120,imran.bhat793@gmail.com,Mangaluru,USR-193,2025-04-20 21:46:56
CON-029775,Individual,,Kiran Kulkarni,,True,6097809409,kiran.kulkarni901@gmail.com,Bengaluru,USR-036,2025-04-23 13:26:28
CON-029776,Individual,,Pallavi Poojary,,True,9112647286,,Bengaluru,USR-084,2025-04-20 19:26:12
CON-029777,Individual,,Aditi Jain,,True,8983258616,,Bengaluru,USR-102,2025-04-26 04:18:52
CON-029778,Individual,,Swathi Patil,,True,7809357522,swathi.patil139@gmail.com,Bengaluru,USR-102,2025-04-24 23:53:14
CON-029779,Individual,,Anjali Babu,,True,8036802384,,Bengaluru,USR-010,2025-04-22 00:16:26
CON-029780,Individual,,Joseph Fernandes,,True,8654973274,joseph.fernandes347@gmail.com,Bengaluru,USR-025,2025-04-25 15:12:02
CON-029781,Individual,,Aarav Prasad,,True,6577169933,,Bengaluru,USR-073,2025-04-21 22:38:46
CON-029782,Individual,,Pallavi Babu,,True,9881030391,,Bengaluru,USR-089,2025-04-25 14:07:33
CON-029783,Individual,,Prakash Hiremath,,True,6079495063,prakash.hiremath395@yahoo.co.in,Bengaluru,USR-032,2025-04-23 04:54:56
CON-029784,Individual,,Sneha Acharya,,True,7190080125,sneha.acharya546@rediffmail.con,Bengaluru,USR-092,2025-04-24 10:58:07
CON-029785,Individual,,Pradeep Jain,,True,9751446661,,Bengaluru,USR-111,2025-04-22 07:21:36
CON-029786,Individual,,Nayana Jain,,True,9732518627,nayana.jain407@outlook.com,Mysuru,USR-144,2025-04-23 10:47:13
CON-029787,Individual,,Amit Sharma,,True,7408965128,,Bengaluru,USR-082,2025-04-27 03:53:49
CON-029788,Individual,,Divya Joshi,,True,9591953877,divya.joshi872@outlook.com,Bengaluru,USR-056,2025-04-22 13:30:04
CON-029789,Individual,,Nikhil Angadi,,True,9259135706,,Mysuru,USR-147,2025-04-22 04:31:04
CON-029790,Individual,,Ayesha Khan,,True,8046036097,,Bengaluru,USR-109,2025-04-26 03:56:51
CON-029791,Individual,,Shreya Pinto,,True,7485516680,shreya.pinto253@gmail.com,Bengaluru,USR-089,2025-04-27 06:39:22
CON-029792,Individual,,Vijay Menon,,True,8863773870,,Mysuru,USR-147,2025-04-24 05:57:11
CON-029793,Individual,,Anjali Pinto,,True,8765935355,anjali.pinto353@yahoo.co.in,Bengaluru,USR-012,2025-04-22 11:50:15
CON-029794,Individual,,Tejas Iyer,,True,9111211488,,Bengaluru,USR-109,2025-04-21 18:15:18
CON-029795,Individual,,Rohan Verma,,True,9740825636,,Bengaluru,USR-017,2025-04-24 00:47:40
CON-029796,Individual,,Sachin Gowda,,True,6358686842,sachin.gowda367@gmail.com,Bengaluru,USR-099,2025-04-24 06:32:15
CON-029797,Individual,,Pooja Singh,,True,9932317349,,Bengaluru,USR-073,2025-04-25 00:05:54
CON-029798,Individual,,Akash Hiremath,,True,8003197205,,Bengaluru,USR-057,2025-04-21 18:01:57
CON-029799,Individual,,Tejas Desai,,True,8301055991,,Bengaluru,USR-096,2025-04-21 22:27:31
CON-029800,Individual,,Pallavi Joshi,,True,9119232364,pallavi.joshi750@gmail.com,Bengaluru,USR-080,2025-04-24 07:23:02
CON-029801,Individual,,Manjunath Chandra,,True,9888779954,,Mangaluru,USR-191,2025-04-24 13:46:53
CON-029802,Individual,,Anil D'Souza,,True,9032044077,,Hubballi,USR-167,2025-04-26 23:22:08
CON-029803,Individual,,Chetan Swamy,,True,8063892812,,Bengaluru,USR-092,2025-04-25 23:28:00
CON-029804,Individual,,Ganesh Kamath,,True,7859031105,ganesh.kamath805@gmail.com,Bengaluru,USR-050,2025-04-25 23:29:06
CON-029805,Individual,,Arun Kulkarni,,True,8193401909,,Mysuru,USR-137,2025-04-23 00:47:13
CON-029806,Individual,,Ravi Krishnan,,True,9452402893,,Bengaluru,USR-047,2025-04-27 14:59:03
CON-029807,Individual,,Karthik Naik,,True,8316685193,karthik.naik507@gmail.com,Bengaluru,USR-092,2025-04-22 00:19:36
CON-029808,Individual,,Harish Hiremath,,True,9595094055,harish.hiremath331@gmail.com,Bengaluru,USR-027,2025-04-22 19:02:11
CON-029809,Individual,,Mithun Sharma,,True,8354188931,,Bengaluru,USR-111,2025-04-26 12:50:44
CON-029810,Individual,,Bhavya Joshi,,True,6179269078,,Bengaluru,USR-010,2025-04-22 01:40:13
CON-029811,Individual,,Ashwini Poojary,,True,8924325044,,Mangaluru,USR-191,2025-04-24 16:51:16
CON-029812,Individual,,Meghana Agarwal,,True,9759382688,,Bengaluru,USR-084,2025-04-25 15:02:16
CON-029813,Individual,,Ramesh Sharma,,True,9284855772,ramesh.sharma116@gmail.com,Bengaluru,USR-061,2025-04-22 13:08:37
CON-029814,Individual,,Vani Krishnan,,True,9912763921,,Bengaluru,USR-047,2025-04-23 01:50:16
CON-029815,Individual,,Swathi Naik,,True,9675545443,,Bengaluru,USR-027,2025-04-24 14:45:00
CON-029816,Individual,,Lakshmi Angadi,,True,7833573593,,Mysuru,USR-141,2025-04-23 17:42:46
CON-029817,Individual,,Naveen Patil,,True,9774526265,,Bengaluru,USR-064,2025-04-26 09:26:10
CON-029818,Individual,,Asha Shenoy,,True,7468309086,,Bengaluru,USR-036,2025-04-28 10:24:44
CON-029819,Individual,,Manjunath Nair,,True,9140346546,manjunath.nair950@gmail.com,Mysuru,USR-150,2025-04-22 16:20:26
CON-029820,Individual,,Asha Agarwal,,True,9912499729,,Bengaluru,USR-084,2025-04-23 21:45:45
CON-029821,Individual,,Prakash Pinto,,True,6408690302,,Mysuru,USR-147,2025-04-27 08:18:52
CON-029822,Individual,,Vidya Swamy,,True,9053659378,,Bengaluru,USR-122,2025-04-27 13:33:21
CON-029823,Individual,,Shashank Jain,,True,6713516111,,Bengaluru,USR-056,2025-04-24 21:04:09
CON-029824,Individual,,Ganesh Krishnan,,True,7457136852,,Mysuru,USR-137,2025-04-22 16:19:07
CON-029825,Individual,,Vinod Singh,,True,6694511434,,Bengaluru,USR-118,2025-04-24 03:07:24
CON-029826,Individual,,Uday Hiremath,,True,7572494276,,Mysuru,USR-156,2025-04-26 08:22:34
CON-029827,Individual,,Zoya Singh,,True,6524834304,,Bengaluru,USR-057,2025-04-22 17:07:09
CON-029828,Individual,,Neha Naik,,True,9785304596,neha.naik14@gmail.com,Bengaluru,USR-073,2025-04-28 01:13:09
CON-029829,Individual,,Akshata D'Souza,,True,7084471853,,Bengaluru,USR-129,2025-04-26 09:09:33
CON-029830,Individual,,Akshata Murthy,,True,8748786741,akshata.murthy783@yahoo.co.in,Bengaluru,USR-010,2025-04-24 13:17:38
CON-029831,Individual,,Ananya Raju,,True,8780846073,,Bengaluru,USR-118,2025-04-27 13:47:23
CON-029832,Individual,,Farhan Babu,,True,6274157614,,Bengaluru,USR-073,2025-04-22 23:37:38
CON-029833,Individual,,Asha Murthy,,True,7362675747,,Hubballi,USR-170,2025-04-24 15:16:04
CON-029834,Individual,,Ramesh Verma,,True,7987460032,,Bengaluru,USR-047,2025-04-25 10:40:30
CON-029835,Individual,,Aarav Rao,,True,9242154277,,Mangaluru,USR-187,2025-04-24 09:00:51
CON-029836,Individual,,Rahul Murthy,,True,9999999999,,Mangaluru,USR-193,2025-04-24 09:57:52
CON-029837,Individual,,Suresh Sharma,,True,8707861338,,Bengaluru,USR-126,2025-04-23 20:52:36
CON-029838,Individual,,Priya Khan,,True,7014087613,priya.khan519@gmail.com,Bengaluru,USR-129,2025-04-24 21:26:42
CON-029839,Individual,,Deepak Agarwal,,True,8728719345,deepak.agarwal184@yahoo.co.in,Bengaluru,USR-126,2025-04-27 04:14:25
CON-029840,Individual,,Bhavya Acharya,,True,9833515782,,Mysuru,USR-150,2025-04-28 11:44:51
CON-029841,Individual,,Vasanth Pinto,,True,9066075850,vasanth.pinto401@gmail.com,Bengaluru,USR-056,2025-04-25 19:38:32
CON-029842,Individual,,Akshata Kulkarni,,True,6186557767,akshata.kulkarni369@gmail.com,Mangaluru,USR-191,2025-04-25 09:55:32
CON-029843,Individual,,Prajwal D'Souza,,True,9135914098,,Bengaluru,USR-032,2025-04-23 16:46:21
CON-029844,Individual,,Rohan Angadi,,True,7295694541,,Bengaluru,USR-056,2025-04-28 22:00:47
CON-029845,Individual,,Harish Murthy,,True,6264977915,,Bengaluru,USR-036,2025-04-23 14:39:39
CON-029846,Individual,,Rajesh Reddy,,True,8822129461,,Hubballi,USR-174,2025-04-25 11:05:22
CON-029847,Individual,,Sameer Angadi,,True,8791579209,,Hubballi,USR-174,2025-04-28 03:27:20
CON-029848,Individual,,Vinod Murthy,,True,7824036187,,Bengaluru,USR-109,2025-04-28 16:56:16
CON-029849,Individual,,Swathi Rao,,True,9029791669,,Bengaluru,USR-061,2025-04-26 05:56:02
CON-029850,Individual,,Prajwal Joshi,,True,7647302075,prajwal.joshi840@gmail.com,Bengaluru,USR-111,2025-04-23 16:57:43
CON-029851,Individual,,Ashwini Khan,,True,9251470545,ashwini.khan918@gmail.com,Bengaluru,USR-080,2025-04-28 23:56:28
CON-029852,Individual,,Gautam Acharya,,True,8051860147,,Mangaluru,USR-191,2025-04-24 00:18:25
CON-029853,Individual,,Vikram Pai,,True,9856122997,vikram.pai33@gmail.com,Mangaluru,USR-187,2025-04-24 01:56:50
CON-029854,Individual,,Vijay Shenoy,,True,7500769038,vijay.shenoy852@rediffmail.com,Mysuru,USR-141,2025-04-27 02:41:30
CON-029855,Individual,,Madhu Rao,,True,9407051576,,Bengaluru,USR-068,2025-04-28 09:10:56
CON-029856,Individual,,Anil Angadi,,True,8785666078,anil.angadi112@yahoo.co.in,Mysuru,USR-141,2025-04-23 15:24:27
CON-029857,Individual,,Naveen Kini,,True,9538367698,naveen.kini2@gmail.com,Hubballi,USR-167,2025-04-28 04:22:56
CON-029858,Individual,,Bhavya Patil,,True,7575638147,bhavya.patil231@outlook.com,Bengaluru,USR-109,2025-04-23 15:02:46
CON-029859,Individual,,Ganesh Rao,,True,9669002834,,Bengaluru,USR-111,2025-04-28 13:06:03
CON-029860,Individual,,Sneha Patil,,True,8494316147,sneha.patil847@rediffmail.com,Bengaluru,USR-017,2025-04-28 14:48:46
CON-029861,Individual,,Rahul Poojary,,True,9397069074,,Bengaluru,USR-064,2025-04-23 17:54:07
CON-029862,Individual,,Ganesh Desai,,True,8303202152,ganesh.desai729@gmail.com,Bengaluru,USR-082,2025-04-23 22:34:52
CON-029863,Individual,,Nayana Prasad,,True,6666666666,nayana.prasad15@outlook.com,Bengaluru,USR-102,2025-04-27 01:28:36
CON-029864,Individual,,Varun Bhat,,True,7490112770,,Hubballi,USR-174,2025-04-26 16:23:05
CON-029865,Individual,,Amit D'Souza,,True,7250929521,amit.dsouza68@gmail.com,Bengaluru,USR-084,2025-04-23 18:25:15
CON-029866,Individual,,Manoj Desai,,True,8421289919,manoj.desai185@yahoo.co.in,Bengaluru,USR-039,2025-04-24 17:59:56
CON-029867,Individual,,Naveen Agarwal,,True,9219814777,naveen.agarwal56@yahoo.co.in,Bengaluru,USR-039,2025-04-26 01:50:18
CON-029868,Individual,,Srinivas Khan,,True,8852870993,,Bengaluru,USR-099,2025-04-28 13:20:46
CON-029869,Individual,,Kavya Jain,,True,8592921516,,Bengaluru,USR-096,2025-04-28 21:46:02
CON-029870,Individual,,Arun Joshi,,True,6833867875,,Bengaluru,USR-111,2025-04-23 23:22:03
CON-029871,Individual,,Tejas Iyer,,True,8567388233,tejas.iyer314@outlook.com,Bengaluru,USR-025,2025-04-23 20:09:25
CON-029872,Individual,,Vinod Desai,,True,9331060465,vinod.desai495@rediffmail.com,Mangaluru,USR-191,2025-04-27 20:14:29
CON-029873,Individual,,Sowmya Khan,,True,8534998107,,Bengaluru,USR-010,2025-04-27 00:14:01
CON-029874,Individual,,Harsha Nair,,True,9481664373,,Bengaluru,USR-118,2025-04-28 20:50:50
CON-029875,Individual,,Chaitra Chandra,,True,9731523943,chaitra.chandra198@yahoo.co.in,Bengaluru,USR-118,2025-04-30 02:05:17
CON-029876,Individual,,Tejas Babu,,True,8714602064,tejas.babu765@rediffmail.com,Bengaluru,USR-111,2025-04-27 02:37:56
CON-029877,Individual,,Bharath Naik,,True,6888321891,,Bengaluru,USR-050,2025-04-24 12:35:33
CON-029878,Individual,,Suma Singh,,True,9475417041,suma.singh934@outlook.com,Bengaluru,USR-089,2025-04-28 12:13:39
CON-029879,Individual,,Swathi Angadi,,True,7939552282,,Bengaluru,USR-064,2025-04-28 06:31:02
CON-029880,Individual,,Akash Chandra,,True,7276461721,,Mangaluru,USR-193,2025-04-29 03:02:19
CON-029881,Individual,,Neha Verma,,True,7060385610,,Bengaluru,USR-010,2025-04-24 18:21:36
CON-029882,Individual,,Swathi Swamy,,True,7850499919,swathi.swamy944@gmail.com,Hubballi,USR-165,2025-04-29 10:12:50
CON-029883,Individual,,Swathi Iyer,,True,9105924652,swathi.iyer1@yahoo.co.in,Bengaluru,USR-099,2025-04-30 05:06:53
CON-029884,Individual,,Manoj Joshi,,True,9259502377,manoj.joshi480@gmail.com,Bengaluru,USR-039,2025-04-28 14:43:43
CON-029885,Individual,,Ananya Verma,,True,9377407590,,Mysuru,USR-147,2025-04-28 07:03:34
CON-029886,Individual,,Akash Angadi,,True,6354497741,akash.angadi413@outlook.com,Bengaluru,USR-068,2025-04-25 23:12:28
CON-029887,Individual,,Divya D'Souza,,True,9881083371,divya.dsouza315@outlook.com,Hubballi,USR-170,2025-04-29 04:55:03
CON-029888,Individual,,Harish Agarwal,,True,9611418484,harish.agarwal93@gmail.com,Mysuru,USR-144,2025-04-29 22:53:54
CON-029889,Individual,,Manjunath Singh,,True,9772520532,manjunath.singh789@rediffmail.com,Bengaluru,USR-080,2025-04-27 18:26:47
CON-029890,Individual,,Sandeep Desai,,True,9718780565,sandeep.desai422@outlook.com,Mysuru,USR-147,2025-04-27 14:35:31
CON-029891,Individual,,Vijay Naik,,True,9216379847,vijay.naik791@gmail.com,Bengaluru,USR-036,2025-04-28 05:04:59
CON-029892,Individual,,Asha Chandra,,True,9384272613,,Mysuru,USR-147,2025-04-24 17:56:29
CON-029893,Individual,,Amit Bhat,,True,8490275542,,Bengaluru,USR-025,2025-04-24 22:59:29
CON-029894,Individual,,Asha Rao,,True,8621396255,,Bengaluru,USR-084,2025-04-24 20:19:39
CON-029895,Individual,,Akash Patil,,True,9474041830,akash.patil552@yahoo.co.in,Bengaluru,USR-109,2025-04-29 17:38:09
CON-029896,Individual,,Manjunath Iyer,,True,7957275810,,Mysuru,USR-137,2025-04-28 08:07:02
CON-029897,Individual,,Lakshmi Menon,,True,7468127315,,Bengaluru,USR-027,2025-04-29 10:53:44
CON-029898,Individual,,Mary Kumar,,True,8123008880,,Bengaluru,USR-080,2025-04-28 09:57:38
CON-029899,Individual,,Bharath Gupta,,True,9879138565,bharath.gupta715@outlook.com,Bengaluru,USR-027,2025-04-25 00:01:27
CON-029900,Individual,,Akash Desai,,True,7356990063,,Mysuru,USR-144,2025-04-29 03:42:03
CON-029901,Individual,,Amit Khan,,True,6478916661,,Mangaluru,USR-193,2025-04-24 22:11:05
CON-029902,Individual,,Suma Krishnan,,True,7256118752,,Hubballi,USR-167,2025-04-25 17:50:37
CON-029903,Individual,,Ashok Kumar,,True,7841734716,,Bengaluru,USR-109,2025-04-28 17:26:30
CON-029904,Individual,,Raghu Swamy,,True,9695550668,,Hubballi,USR-174,2025-04-27 12:23:30
CON-029905,Individual,,Ritu Babu,,True,9399116139,,Bengaluru,USR-025,2025-04-28 11:02:05
CON-029906,Individual,,Akash Reddy,,True,8269150208,,Bengaluru,USR-102,2025-04-28 06:56:41
CON-029907,Individual,,Karthik Angadi,,True,9360616138,,Bengaluru,USR-111,2025-04-25 20:20:16
CON-029908,Individual,,Ramesh Desai,,True,9066457206,,Bengaluru,USR-109,2025-04-26 13:20:41
CON-029909,Individual,,Zoya Hiremath,,True,6299792055,,Bengaluru,USR-017,2025-04-27 17:14:36
CON-029910,Individual,,Prakash Jain,,True,9809975580,,Bengaluru,USR-017,2025-04-25 18:46:39
CON-029911,Individual,,Rashmi Krishnan,,True,7081739066,,Mysuru,USR-144,2025-04-30 08:03:04
CON-029912,Individual,,Prajwal Raju,,True,9638123466,,Bengaluru,USR-056,2025-04-28 13:40:01
CON-029913,Individual,,Sowmya Shenoy,,True,7661702662,,Bengaluru,USR-109,2025-04-28 02:07:35
CON-029914,Individual,,Anjali Singh,,True,9385043451,,Bengaluru,USR-025,2025-04-29 13:33:39
CON-029915,Individual,,Zoya Angadi,,True,7885770998,,Bengaluru,USR-111,2025-04-28 17:49:17
CON-029916,Individual,,Mithun Prasad,,True,9817190534,,Bengaluru,USR-092,2025-04-25 19:37:07
CON-029917,Individual,,Prakash Joshi,,True,6831093381,,Bengaluru,USR-027,2025-04-28 08:22:50
CON-029918,Individual,,Rekha Sharma,,True,7744351893,rekha.sharma472@outlook.com,Bengaluru,USR-010,2025-04-25 16:27:28
CON-029919,Individual,,Pavan Hiremath,,True,9968571245,pavan.hiremath615@rediffmail.com,Bengaluru,USR-109,2025-04-26 07:11:27
CON-029920,Individual,,Rohan Shetty,,True,7804463509,rohan.shetty723@yahoo.co.in,Mysuru,USR-150,2025-04-29 18:13:52
CON-029921,Individual,,Sowmya Jain,,True,8908429312,,Bengaluru,USR-017,2025-04-25 18:43:35
CON-029922,Individual,,Joseph Bhat,,True,9693822069,,Mangaluru,USR-193,2025-05-01 17:02:26
CON-029923,Individual,,Prakash Rao,,True,7141819407,,Bengaluru,USR-092,2025-04-30 00:51:39
CON-029924,Individual,,Tejas Khan,,True,9173098025,tejas.khan217@gmail.com,Mangaluru,USR-191,2025-04-29 23:13:23
CON-029925,Individual,,Mary Menon,,True,9840881918,,Hubballi,USR-170,2025-05-01 10:00:36
CON-029926,Individual,,Arjun Nair,,True,7583367537,arjun.nair469@gmail.com,Hubballi,USR-174,2025-04-29 01:09:27
CON-029927,Individual,,Tejas Fernandes,,True,8471956240,,Bengaluru,USR-057,2025-04-30 06:13:34
CON-029928,Individual,,Manjunath Pai,,True,9449580808,,Bengaluru,USR-102,2025-04-26 16:52:45
CON-029929,Individual,,Suresh Verma,,True,6806760900,,Mangaluru,USR-193,2025-04-29 20:45:33
CON-029930,Individual,,Nayana Prasad,,True,6291611142,,Bengaluru,USR-068,2025-05-01 20:57:18
CON-029931,Individual,,Joseph Hegde,,True,9137805424,joseph.hegde297@gmail.com,Mangaluru,USR-185,2025-04-30 03:57:12
CON-029932,Individual,,Joseph Desai,,True,9304613672,,Bengaluru,USR-068,2025-04-29 05:41:28
CON-029933,Individual,,Harish Pai,,True,6659154476,harish.pai202@rediffmail.com,Bengaluru,USR-084,2025-04-28 16:58:23
CON-029934,Individual,,Kavya Naik,,True,8999324729,,Bengaluru,USR-068,2025-04-29 14:27:37
CON-029935,Individual,,Anita D'Souza,,True,8101582897,anita.dsouza366@outlook.com,Mangaluru,USR-193,2025-04-30 01:40:18
CON-029936,Individual,,Chetan Verma,,True,0945343956,,Mangaluru,USR-187,2025-04-27 04:06:20
CON-029937,Individual,,Ravi Angadi,,True,9149730911,,Bengaluru,USR-056,2025-04-30 20:39:04
CON-029938,Individual,,Shilpa Babu,,True,9693958501,shilpa.babu674@rediffmail.com,Bengaluru,USR-089,2025-04-26 15:50:02
CON-029939,Individual,,Sameer Chandra,,True,9275135693,,Mysuru,USR-147,2025-04-26 19:06:28
CON-029940,Individual,,Ashok Hegde,,True,9764507060,,Bengaluru,USR-082,2025-04-28 23:05:47
CON-029941,Individual,,Swathi Murthy,,True,0952980988,,Bengaluru,USR-047,2025-05-02 01:42:59
CON-029942,Individual,,Sachin Pai,,True,8685177416,,Bengaluru,USR-080,2025-04-30 10:22:45
CON-029943,Individual,,Ayesha D'Souza,,True,9725943442,,Bengaluru,USR-109,2025-04-29 08:45:15
CON-029944,Individual,,Prajwal Iyer,,True,9220667738,,Bengaluru,USR-084,2025-04-28 13:05:07
CON-029945,Individual,,Gautam Angadi,,True,9111169755,,Bengaluru,USR-017,2025-05-02 16:01:36
CON-029946,Individual,,Varun Patil,,True,7367016060,varun.patil174@gmail.com,Hubballi,USR-167,2025-04-26 18:53:25
CON-029947,Individual,,Vinod Gowda,,True,9657599639,,Hubballi,USR-163,2025-04-27 18:54:12
CON-029948,Individual,,Shashank Pinto,,True,9686624285,,Bengaluru,USR-082,2025-04-29 12:16:45
CON-029949,Individual,,Priya Hiremath,,True,7798723712,,Hubballi,USR-165,2025-04-26 16:59:36
CON-029950,Individual,,Akshata Kulkarni,,True,9898509070,,Bengaluru,USR-118,2025-04-28 07:07:59
CON-029951,Individual,,Sanjay Gowda,,True,9931583234,sanjay.gowda886@yahoo.co.in,Bengaluru,USR-057,2025-04-26 20:29:23
CON-029952,Individual,,Irfan Gowda,,True,9793011468,,Bengaluru,USR-129,2025-04-27 21:58:02
CON-029953,Individual,,Amit Pai,,True,8370559552,,Bengaluru,USR-064,2025-05-01 22:32:02
CON-029954,Individual,,Prakash Chandra,,True,8829339835,prakash.chandra199@yahoo.co.in,Bengaluru,USR-111,2025-04-29 00:21:31
CON-029955,Individual,,Prakash Gupta,,True,9599240105,prakash.gupta320@rediffmail.com,Bengaluru,USR-082,2025-05-03 07:32:31
CON-029956,Individual,,Karthik Hiremath,,True,8168100314,,Bengaluru,USR-039,2025-05-01 05:24:57
